zipCode,Median_Income,Mean,Pop
1001,56663,66688,16445
1002,49853,75063,28069
1003,28462,35121,8491
1005,75423,82442,4798
1007,79076,85802,12962
1008,63980,78391,1244
1009,51452,66737,889
1010,75625,80919,3340
1011,63476,77443,1323
1012,58750,74722,677
1013,36578,46179,22907
1020,50058,58516,29626
1022,50440,60797,2124
1026,60320,71505,1052
1027,58573,66613,17452
1028,80252,94891,14143
1029,62955,97075,663
1030,71106,81727,11702
1031,61250,76417,1192
1032,67692,79796,498
1034,63980,78391,1910
1035,69911,73973,4801
1036,78869,95493,5089
1037,61250,76417,627
1038,53939,72430,2557
1039,66284,78497,1291
1040,35549,43615,39827
1050,62097,70566,2380
1053,60477,77611,1720
1054,67831,86678,1656
1056,63318,72027,21205
1057,73254,78485,8474
1060,48069,67478,15578
1062,60686,82398,11283
1063,40694,32047,393
1066,53939,72430,71
1068,77396,81314,1651
1069,50345,65297,8789
1070,60320,71505,573
1071,63980,78391,1518
1072,67831,86678,1503
1073,80738,94452,5366
1074,75423,82442,315
1075,63053,76027,17179
1077,73645,81585,8842
1079,51452,66737,625
1080,50100,59535,2208
1081,65917,76367,1581
1082,51936,60093,10125
1083,55030,70156,2887
1084,58750,74722,158
1085,57598,68897,40392
1086,93611,83650,323
1088,53939,72430,622
1089,53711,64226,27894
1092,55030,70156,1215
1093,59722,72440,340
1094,61250,76417,340
1095,89486,101878,13572
1096,66148,78920,2143
1097,63980,78391,113
1098,60320,71505,1212
1103,16963,25747,2731
1104,35380,43969,22078
1105,17756,27144,12816
1106,91889,134662,15880
1107,23557,33974,11615
1108,37411,48866,26060
1109,34638,44049,30683
1118,55853,62546,14283
1119,45184,52187,13170
1128,63177,66605,3040
1129,58704,66403,6982
1151,34175,50951,8302
1199,48306,58759,14
1201,46765,57694,43838
1220,38379,50308,8947
1222,47145,68665,821
1223,48478,71204,2287
1224,66458,82491,197
1225,57419,75267,3264
1226,57505,70710,7099
1229,55096,70740,129
1230,53584,73996,8654
1235,63877,73062,2597
1236,55718,74247,1656
1237,69659,87759,2426
1238,51053,64187,6110
1240,60458,74117,4787
1242,60604,74264,254
1243,60320,71505,360
1244,57917,73592,136
1245,63152,90383,989
1247,38405,48295,16957
1253,62955,97075,607
1254,79145,103371,1070
1255,62955,97075,824
1256,54167,59862,701
1257,47145,68665,2223
1258,55764,80635,401
1259,57917,73592,640
1260,53297,67749,225
1262,55096,70740,1357
1264,63250,89918,160
1266,64328,79025,1681
1267,69925,104709,8683
1270,70662,76919,761
1301,47833,54338,18444
1330,70326,81554,1512
1331,49110,59949,12856
1337,57550,68074,2649
1338,56596,67203,184
1339,6531,7755,181
1341,70326,81554,1743
1342,61912,77805,1140
1343,54167,59862,73
1344,54836,62158,1216
1347,50189,64302,214
1349,51401,63743,1116
1351,50189,64302,2301
1354,57550,68074,1367
1355,67831,86678,820
1360,70606,75984,2952
1364,44676,51820,7633
1366,68374,75325,1186
1368,61950,70261,1256
1370,53003,62787,4020
1373,61438,76643,4618
1375,59722,72440,3769
1376,36099,49132,5149
1378,54836,62158,742
1379,54836,62158,949
1420,48606,60461,39333
1430,79875,81308,5551
1431,80143,92672,2833
1432,55863,70682,7008
1434,119016,144183,1017
1436,66138,70269,3097
1438,66138,70269,413
1440,51232,61725,20904
1450,123278,142339,9547
1451,141274,170088,4922
1452,82443,89101,3901
1453,57280,69264,41066
1460,103751,114888,8147
1462,84911,92795,9475
1463,85403,96368,11120
1464,72598,76269,6374
1467,141274,170088,328
1468,66138,70269,3134
1469,78502,85145,6892
1473,79073,86554,6906
1474,78207,84939,2302
1475,56274,66418,9597
1501,70683,81298,15923
1503,92917,109928,2517
1504,74067,80879,8824
1505,88214,128553,4083
1506,60189,69508,3056
1507,86561,92648,11274
1510,57957,69165,13261
1515,71964,82820,2095
1516,86214,92231,7089
1518,72983,87918,2303
1519,105605,119127,6128
1520,92166,103496,12543
1521,65917,76367,2408
1522,82165,97639,3083
1523,80938,104486,7102
1524,74316,85319,6356
1525,89583,96920,88
1527,68319,76894,12850
1529,77250,89180,2715
1531,61250,76417,942
1532,103271,125633,14028
1534,76675,88046,4527
1535,57196,70880,4703
1536,89347,101686,5977
1537,68664,77943,2219
1540,62079,72326,10958
1541,102853,114762,3341
1542,67172,77660,2025
1543,81295,88574,6332
1545,88643,101693,31637
1550,48195,55176,17217
1560,68854,94984,2754
1561,80938,104486,236
1562,65184,71988,11681
1564,102115,118110,7267
1566,72387,87792,5531
1568,107950,121356,5650
1569,80536,86326,11080
1570,50142,57820,16396
1571,64228,72674,10023
1581,101876,123550,17899
1583,79865,91095,6665
1585,60376,72571,4472
1588,67286,80025,8644
1590,104730,116563,8247
1602,61861,78374,21596
1603,37454,46307,14613
1604,47438,59373,33032
1605,41023,54480,24799
1606,57646,70503,19516
1607,47987,59094,8415
1608,26526,39039,3634
1609,44501,62365,20425
1610,21388,28805,15545
1611,63333,73699,2206
1612,100358,104489,4363
1701,92018,102936,31114
1702,53081,65995,35990
1718,84559,121293,374
1719,102222,119845,4870
1720,110534,131678,19798
1721,91904,114036,14602
1730,107033,125494,12547
1731,77369,96728,2914
1740,125741,148232,4125
1741,155000,189989,4798
1742,119902,183178,17075
1745,114761,142894,331
1746,101901,122803,13866
1747,97227,102044,5815
1748,121182,170522,13318
1749,76500,85689,18081
1752,71835,89002,36273
1754,76228,82167,10414
1756,102625,117692,5257
1757,68565,82206,26877
1760,90673,113933,31763
1770,145250,190251,4245
1772,141459,169609,8435
1773,143771,194811,5143
1775,117440,129280,5902
1776,152789,184218,16826
1778,140652,187265,13191
1801,71805,79381,37213
1803,90659,102991,22954
1810,113874,142022,31228
1821,87745,95088,29306
1824,99032,111953,25234
1826,71731,80688,28728
1827,113594,120673,2847
1830,63388,71759,24320
1832,57959,69232,21246
1833,97895,115435,7356
1834,84232,95694,6027
1835,76253,86304,13426
1840,18507,28624,4350
1841,34128,42598,44474
1843,42587,52579,23184
1844,66023,75431,43770
1845,99505,123973,27203
1850,54087,58893,15688
1851,51795,61695,29549
1852,55089,62626,32848
1854,44616,54300,26785
1860,75517,93951,6145
1862,86304,90705,10097
1863,77458,88612,8558
1864,97574,112662,13849
1867,103358,120487,23657
1876,83976,95140,28599
1879,92239,106477,11092
1880,89830,99935,24610
1886,123906,142724,20811
1887,97107,108007,21279
1890,128546,176001,20806
1901,18257,33810,1630
1902,38107,49159,45617
1904,69263,77218,17916
1905,42449,51336,23905
1906,69051,84874,26160
1907,90516,120329,14463
1913,73843,90786,16447
1915,71363,90717,39854
1921,143045,205695,7903
1922,91052,113098,3041
1923,76695,97283,25239
1929,76989,104199,3272
1930,63047,78512,30261
1938,82395,98029,12981
1940,90677,114264,11926
1944,105000,148622,5234
1945,95942,139641,20370
1949,87728,106394,7748
1950,76313,102337,17249
1951,91052,113098,3622
1952,62924,77419,7819
1960,67119,78619,47991
1966,73676,93990,7762
1969,74911,97895,5504
1970,57313,70552,40268
1982,97491,104573,8299
1983,115015,133663,6132
1984,132697,181580,4451
1985,111739,140801,4160
2019,77420,84271,15248
2021,88829,112721,20755
2025,114214,165670,7255
2026,85131,103594,23478
2030,164583,240515,5561
2032,77708,101593,3576
2035,94994,108948,16163
2038,92042,107379,29553
2043,99910,146972,19867
2045,70039,89785,11047
2047,75170,102029,247
2048,93593,109080,22393
2050,85395,105524,24577
2052,123176,169008,12254
2053,100950,116761,12503
2054,85472,95458,7892
2056,111767,137649,10608
2061,106730,144569,9785
2062,72935,84347,28563
2066,92394,116245,17349
2067,117828,144691,17425
2071,91781,107426,956
2072,69340,81997,27342
2081,92954,119375,18430
2090,116083,154504,14150
2093,94524,123596,10446
2108,96033,149809,3324
2109,92310,129015,3278
2110,102972,135093,1606
2111,31442,93529,4948
2113,60386,84170,6453
2114,69809,110095,11170
2115,30282,54356,25637
2116,80153,136491,19480
2118,51368,82360,22527
2119,36316,47419,23537
2120,28794,41569,11553
2121,28897,42271,24772
2122,45859,59863,24385
2124,43598,56611,51236
2125,44266,57482,32937
2126,51733,59320,27685
2127,64285,80697,29457
2128,42613,55095,38185
2129,80223,108709,15195
2130,69576,90455,34961
2131,62945,73124,30491
2132,76802,95567,25943
2134,33863,47915,19641
2135,52714,64682,41833
2136,54410,67054,26418
2138,68127,112348,34994
2139,62821,83356,35273
2140,65283,91656,17158
2141,57909,79408,12010
2142,61141,88669,1823
2143,64966,79417,24864
2144,68004,80579,24248
2145,50718,63041,26833
2148,55890,66741,56273
2149,49696,62187,38109
2150,40344,50098,34956
2151,51723,60340,47323
2152,68218,82769,18303
2155,69803,82586,57291
2163,23429,39215,929
2169,56647,69210,52278
2170,64309,77390,19203
2171,66808,80719,16610
2176,85681,95604,27173
2180,78103,86637,22116
2184,77129,95668,33731
2186,98712,125636,26112
2188,65251,80495,13828
2189,62491,73956,14455
2190,74205,89585,16780
2191,68143,75926,8916
2199,68080,149005,1004
2203,106602,135049,1
2210,61807,86291,413
2215,30726,51218,21896
2301,48470,58674,61459
2302,62408,66149,32523
2322,67313,77494,4483
2324,80879,87642,22922
2330,70048,77569,11169
2332,116904,149633,14241
2333,82133,89922,13012
2339,104787,118371,13171
2341,81912,90515,9550
2343,62560,74251,10705
2346,72466,80698,19926
2347,94495,102487,9810
2351,75850,83124,14614
2356,99682,123583,12966
2357,101136,146319,323
2359,83622,95280,16907
2360,74603,86753,51563
2364,78923,100027,11805
2366,89632,93117,126
2367,87917,98668,2622
2368,65118,74837,30999
2370,62855,74684,17665
2375,78410,93429,9034
2379,73651,88014,6610
2382,77027,83066,13867
2420,139453,181881,14109
2421,126827,167894,16360
2445,105027,160933,21282
2446,67338,105307,24351
2451,78675,95995,17553
2452,67088,84728,12642
2453,59067,75080,29043
2457,179792,273410,551
2458,90740,123497,12603
2459,128598,176962,18940
2460,107495,140026,8772
2461,110373,149143,6599
2462,134119,208054,1679
2464,81143,111517,2958
2465,110531,158982,11789
2466,115116,167280,7010
2467,130044,220734,15408
2468,166454,240445,5429
2472,74968,89065,32913
2474,82845,100434,25806
2476,83975,104445,16533
2478,95269,133543,24296
2481,173681,243579,14503
2482,123003,185218,11569
2492,118211,168697,20064
2493,147946,277514,11526
2494,104492,139639,8885
2532,60257,73420,11275
2534,60788,74722,865
2535,68906,98197,1182
2536,61733,75012,19684
2537,86643,98309,5732
2538,54545,65412,3528
2539,67625,93683,3771
2540,58667,96888,8794
2542,39803,51101,1588
2543,82355,136359,845
2553,70197,80940,249
2554,61502,92073,6889
2556,67750,87409,3352
2557,59156,75430,3684
2558,51662,60627,1779
2559,62761,76026,3309
2561,68597,79039,481
2562,68960,79286,2881
2563,84184,97817,10346
2564,81944,158042,388
2568,516,691,31
2571,55500,66214,10045
2575,68906,98197,2438
2576,62034,70428,3213
2584,81944,158042,4
2601,44219,55017,15104
2630,71383,104286,1873
2631,58280,76849,9796
2632,67464,81140,11376
2633,65871,102922,4282
2635,75166,104492,3412
2637,71516,104499,277
2638,56770,75909,3700
2639,47356,62216,3363
2641,61013,80493,719
2642,59536,74408,5431
2643,62589,82230,45
2644,82198,86837,3876
2645,55137,75251,9578
2646,52700,74549,1947
2647,47353,56686,168
2648,71212,91677,7610
2649,62993,80307,12960
2650,64477,105609,979
2651,54464,69597,13
2652,80425,82651,1288
2653,57062,76182,6359
2655,72786,103288,3956
2657,44646,65485,3430
2659,67569,99647,1102
2660,52611,66274,6546
2663,66109,85199,130
2664,46673,59893,9702
2666,80425,82651,790
2667,66118,85193,2614
2668,71947,99935,3274
2669,67569,99647,259
2670,36555,54887,1630
2671,55677,85191,1061
2672,51601,62500,249
2673,46414,61552,8985
2675,63557,80124,6712
2702,91095,91631,3869
2703,67398,77813,41916
2713,68906,98197,55
2715,83613,90286,2591
2717,75793,83033,4594
2718,81142,82796,6406
2719,53936,63866,16150
2720,47794,57117,31309
2721,32106,42516,26428
2723,30338,38251,16231
2724,30652,40877,17397
2725,65712,67216,2663
2726,68267,76224,15530
2738,101006,125277,5118
2739,74877,92712,6282
2740,38238,47584,43249
2743,70836,76925,10148
2744,31128,48515,11667
2745,51951,59328,23851
2746,24099,35477,14861
2747,72292,79915,19451
2748,72885,89832,11531
2760,79274,89441,25526
2762,73645,82637,7678
2763,76722,87166,1782
2764,83621,90292,3623
2766,77953,90784,17869
2767,76338,88696,11839
2769,90530,106149,10179
2770,95022,97975,4397
2771,73961,90916,13507
2777,70245,82590,15945
2779,81125,90841,5748
2780,53796,62457,49469
2790,68367,83137,14305
2791,72105,100424,302
2802,62982,77405,733
2804,71104,79440,2574
2806,105128,131774,16818
2807,75417,99379,1009
2808,73725,87590,2279
2809,65256,80115,22438
2812,72819,89720,1216
2813,69956,87827,7847
2814,79171,84321,7664
2815,78476,93391,257
2816,68135,75982,31625
2817,81419,95881,5095
2818,90430,117615,18176
2822,98411,105363,5697
2825,73268,95033,4922
2826,65948,78029,832
2827,79051,88882,2149
2828,78326,92802,7396
2830,65423,75289,5806
2831,68687,81386,3487
2832,71453,81507,4481
2833,71104,79440,708
2835,77813,107319,5617
2836,72819,89720,98
2837,94866,114713,3592
2838,62982,77405,3712
2839,65948,78029,1833
2840,58815,77476,25661
2841,53958,58483,840
2842,70801,83980,17305
2852,76449,96571,23107
2857,74686,86941,8462
2858,65948,78029,545
2859,70127,77007,6798
2860,35154,44984,46470
2861,53929,61309,26624
2863,33666,40875,18946
2864,73450,84792,31834
2865,75540,94794,16435
2871,59264,80285,12418
2872,71705,94978,88
2873,71104,79440,161
2874,90020,118609,5081
2875,72819,89720,307
2876,80080,88709,80
2878,62530,76645,15257
2879,70848,90447,19172
2881,47075,60168,6387
2882,61144,87365,14807
2885,54317,71228,11386
2886,59954,71363,30234
2888,58509,66680,20650
2889,60122,68714,29615
2891,61399,74554,21338
2892,80222,98074,4846
2893,52342,60430,29518
2894,72539,88044,730
2895,40457,48968,43198
2896,79213,87184,10549
2898,72768,89413,1672
2903,26262,51971,9350
2904,44102,57490,28539
2905,34503,46205,20393
2906,64563,102753,29878
2907,30216,40140,27163
2908,40373,52099,38036
2909,33877,45087,40945
2910,58287,62429,20959
2911,48687,58607,15508
2912,60938,124502,1016
2914,46275,55014,22316
2915,52780,67882,18127
2916,59302,73541,8220
2917,71030,85287,13288
2919,59408,66484,28253
2920,54380,65389,37423
2921,85748,105690,10608
3031,115544,134503,10879
3032,90082,98874,4674
3033,101722,105947,4185
3034,90986,96056,3961
3036,99970,114222,3785
3037,85573,93969,3638
3038,72374,82126,33893
3042,73405,87635,5479
3043,67541,77721,1500
3044,76929,80916,3491
3045,76696,85933,12705
3046,95682,112556,2226
3047,69136,80002,1686
3048,63151,70795,3333
3049,112885,159945,7013
3051,77996,88948,22952
3052,100051,102541,7331
3053,93465,104876,23364
3054,92954,100328,25094
3055,70617,80757,13437
3057,97234,110769,2091
3060,45861,58717,29540
3062,83501,94152,26234
3063,75894,85916,16175
3064,68657,83760,14652
3070,86118,108691,4097
3071,72739,85830,4294
3076,93085,103680,10913
3077,61164,69251,9669
3079,68841,87526,28011
3082,80299,77177,1519
3084,72806,85920,1270
3086,68090,97907,3775
3087,114204,134056,10705
3101,28275,44234,2754
3102,50355,60184,30331
3103,51018,59129,36749
3104,61017,74121,31954
3106,53663,67135,7285
3109,67513,73274,9484
3110,117684,146355,18257
3215,49073,61071,256
3216,64522,73462,1985
3217,44153,63301,1924
3218,65727,70499,918
3220,56585,60860,6777
3221,67314,79913,1796
3222,47954,57441,5020
3223,44546,58613,2831
3224,78500,85675,1947
3225,65804,70742,2991
3226,1341,1856,30
3227,51866,69455,963
3229,86083,112531,5387
3230,62943,70846,1138
3231,64522,73462,117
3233,66146,93832,154
3234,71686,76545,4026
3235,49138,54173,8470
3237,64219,78346,1878
3238,44050,54023,61
3240,54297,60586,1138
3241,70144,97030,679
3242,73472,79535,4444
3243,62943,70846,991
3244,57426,65981,6950
3245,44153,63301,1937
3246,45867,60388,16437
3249,60450,85894,6763
3251,49073,61071,1269
3253,58931,74305,5890
3254,74162,102346,4478
3255,67396,80093,1738
3256,585,695,16
3257,66175,93511,4053
3258,74808,84333,2221
3259,51866,69455,290
3260,67396,80093,628
3261,64816,77245,3674
3262,44050,54023,1023
3263,57987,64562,3952
3264,43783,55678,6223
3266,51840,69530,2072
3268,64522,73462,1031
3269,61702,74989,2586
3273,67396,80093,347
3275,58388,69108,11732
3276,55931,60462,7952
3278,63262,71038,2897
3279,44050,54023,807
3280,52648,63213,895
3281,78480,88983,7775
3282,59259,66151,791
3284,81000,87997,736
3285,49073,61071,1823
3287,62943,70846,1076
3290,98477,105299,3590
3291,98542,105353,51
3293,44050,54023,114
3301,52876,72338,31800
3303,57450,64970,14137
3304,103270,119136,7136
3307,74570,93317,4497
3431,49288,64159,24237
3440,61481,66225,2487
3441,36932,48336,312
3442,67351,77729,1409
3443,79400,100196,695
3444,60369,74292,1473
3445,60369,74292,755
3446,52053,62433,5949
3447,67839,76203,2151
3448,55170,68978,802
3449,64231,93445,1738
3450,60369,74292,1065
3451,44533,50539,4118
3452,56637,71304,5477
3455,55913,65606,2036
3456,55170,68978,749
3457,60369,74292,698
3458,70275,86328,6274
3461,68250,78731,5444
3462,79400,100196,1607
3464,60369,74292,876
3465,55910,65536,1969
3466,79400,100196,1259
3467,79400,100196,1722
3470,43642,54386,4840
3561,44787,53312,5864
3570,39342,45740,10270
3574,58082,67369,2201
3575,60741,70341,59
3576,36884,47521,3475
3579,41891,44965,372
3580,56505,66182,1193
3581,43217,61600,3271
3582,35740,41166,2715
3583,60741,70341,1005
3584,46889,64494,3512
3585,50406,61591,2414
3586,58082,67369,535
3588,52026,55843,1640
3590,35828,42695,1236
3592,38616,46857,1146
3593,60741,70341,338
3595,60741,70341,600
3597,38550,46726,389
3598,48061,53959,2966
3601,58667,63858,398
3602,56041,67702,2584
3603,49290,54965,5027
3604,58112,62174,29
3605,52648,63213,971
3607,58667,63858,316
3608,58112,62174,2887
3609,58112,62174,672
3740,50092,61154,760
3741,60392,64937,3590
3743,42247,51372,13840
3745,77619,93315,1468
3746,77619,93315,194
3748,61496,70303,4747
3750,110729,170957,951
3751,64611,77239,308
3752,52648,63213,746
3753,81000,87997,2169
3754,45794,50574,19
3755,81607,118009,9900
3765,41575,49288,448
3766,59682,73873,8867
3768,70144,97030,1679
3770,77619,93315,347
3771,50406,61591,738
3773,49852,54854,7502
3774,41575,49288,1936
3777,59259,66151,1089
3779,59259,66151,710
3780,41614,49362,449
3781,77619,93315,1892
3782,59775,74054,2823
3784,56652,73403,3742
3785,42817,51208,2070
3801,63815,80794,21560
3809,57560,71765,2928
3810,57569,71774,1572
3811,87514,105490,6267
3812,46357,66711,897
3813,46708,59878,2530
3814,44967,50007,2265
3816,52679,71728,1159
3817,51866,69455,462
3818,49733,63387,3309
3819,78083,85681,4017
3820,59989,73476,26940
3823,72209,93556,1432
3824,60676,89886,12659
3825,74102,78995,7375
3826,82711,96581,2439
3827,87103,110233,2579
3830,46406,54838,1258
3832,55531,71353,381
3833,74806,91971,19202
3835,47975,59713,5778
3836,45728,56866,1286
3837,64219,78346,1173
3838,46357,66711,922
3839,55733,64831,3490
3840,75526,109858,3220
3841,83959,99306,6086
3842,72310,83441,14818
3844,112417,148972,1879
3845,45924,65853,1000
3846,46357,66711,818
3847,40661,55428,302
3848,69792,78509,5863
3849,55543,71375,1295
3850,52679,71728,369
3851,58382,64122,3378
3852,58382,64122,534
3853,52679,71728,581
3854,67292,109947,1010
3855,60625,70704,2216
3856,79824,91594,1557
3857,70588,85299,8048
3858,87257,83256,4288
3860,40861,55726,3450
3861,72209,93556,4153
3862,75081,114862,4254
3864,44967,50007,1628
3865,76471,88998,7731
3867,51183,63716,20308
3868,53629,60462,4778
3869,66161,83345,2582
3870,85268,117242,5062
3871,85268,117242,119
3872,46406,54838,3200
3873,84362,98243,4942
3874,52645,64487,8047
3875,55214,71203,625
3878,52254,61720,11539
3882,45728,56866,1273
3883,51866,69455,179
3884,72303,91267,3585
3885,106572,122575,6336
3886,51872,69458,1854
3887,57598,67326,1827
3890,44967,50007,303
3894,55652,72825,6116
3901,61513,67714,6373
3902,72016,86286,2083
3903,66854,89730,5952
3904,52799,63631,7636
3905,54048,64496,1902
3906,57711,64639,4331
3907,57542,71288,1223
3908,75007,80578,6684
3909,61753,77941,10093
3910,57101,74158,338
3911,57101,74158,341
4001,51227,62454,2138
4002,62908,67672,6280
4003,66055,75809,477
4005,49409,57937,22620
4006,61583,78343,124
4008,63192,68092,2498
4009,42420,50711,4815
4010,42439,55342,1248
4011,51062,65065,21168
4015,51656,54366,3501
4017,85168,120334,355
4019,58429,99366,87
4020,48269,52426,1269
4021,85168,120334,5589
4022,42439,55342,1003
4024,52059,58563,529
4027,56227,59965,5085
4029,52059,58563,1433
4030,60288,64959,1836
4032,60895,82043,7797
4037,37578,47999,3373
4038,70795,82719,14169
4039,67751,75773,6428
4040,42035,59390,2629
4041,40694,53327,1415
4042,57536,62297,4117
4043,73978,90301,10482
4046,60745,77919,7282
4047,48269,52426,1580
4048,50684,54533,2288
4049,56924,62757,3355
4050,58429,99366,200
4051,45086,59891,983
4055,52824,63915,3200
4056,51227,62454,209
4057,42420,50711,63
4061,60288,64959,2665
4062,57302,68309,14901
4063,31529,42364,399
4064,40589,52077,8455
4066,66055,75809,691
4068,40694,53327,1442
4069,65117,70252,1435
4071,63873,74801,4729
4072,42759,46958,12787
4073,43224,51777,16015
4074,77285,95129,16813
4076,51227,62454,2322
4079,63939,74123,4065
4083,44589,51145,4713
4084,70905,73031,7754
4085,55429,57086,1530
4086,63864,75742,9097
4087,60288,64959,1710
4088,45086,59891,1417
4090,63243,72031,9397
4091,52059,58563,759
4092,46303,60730,16124
4093,55999,67329,7451
4095,51217,62419,1129
4096,77652,109954,8357
4097,70858,101181,3268
4101,28472,42273,17296
4102,50475,62791,16875
4103,55954,65488,29092
4105,88841,121369,10276
4106,51529,64212,23437
4107,81192,123633,9083
4108,58429,99366,843
4109,58429,99366,82
4110,85168,120334,1210
4210,42117,55830,23191
4217,38631,49975,2854
4219,43994,52567,1469
4220,45756,55195,2584
4221,41350,48315,1220
4222,74952,81279,3378
4224,41466,48372,2960
4227,41401,48028,81
4228,32677,38772,15
4231,44549,52546,260
4234,31406,49005,136
4236,56719,60233,4078
4237,39861,52721,251
4238,48258,56934,1054
4239,40208,44444,4980
4240,37562,47465,35686
4250,42531,55021,4037
4252,45635,51141,5045
4253,41833,57404,2106
4254,32677,38772,3213
4255,44549,52546,783
4256,57461,62178,3154
4257,33194,43931,2959
4258,57465,62145,2250
4259,50327,64094,2969
4260,65117,70252,4816
4263,51429,58227,2002
4265,50461,64318,861
4267,45086,59891,29
4268,38853,60147,4613
4270,43171,49862,5520
4271,37342,49847,53
4274,56585,69091,4854
4275,33194,43931,504
4276,31579,41316,6472
4280,51911,58615,5803
4281,37342,49847,4737
4282,61949,67417,4972
4284,54239,69824,1078
4285,41923,49976,417
4286,39861,52721,33
4287,63192,68092,2843
4289,41071,47668,1731
4290,40750,51715,1510
4292,40750,51715,858
4294,31670,49011,4074
4330,32081,40593,19887
4342,43799,57895,1624
4343,58066,66948,42
4344,51168,57911,2794
4345,50261,59338,11505
4346,49682,56633,1910
4347,59500,88317,2451
4349,54204,69799,1056
4350,61100,67899,3081
4351,61472,82243,2464
4352,51583,67916,1521
4354,50893,52663,1221
4355,62935,68500,2354
4357,55917,53871,3284
4358,53673,66846,4052
4359,55217,63759,210
4360,51583,67916,517
4363,44747,58015,2206
4364,58066,66948,6167
4401,44997,58452,41557
4406,28902,39087,717
4408,44615,54674,178
4410,42664,48946,1186
4411,45369,47777,1243
4412,49913,59916,8982
4413,31898,39776,195
4414,34718,43182,1186
4415,33696,41510,293
4416,49035,50644,5447
4417,37226,45620,365
4418,41148,49480,1660
4419,48530,51805,2415
4421,47431,69386,1342
4422,47250,48514,1399
4424,32989,41545,836
4426,41447,46722,4698
4427,47250,48514,2491
4428,49503,62019,2795
4429,53791,66047,4216
4430,34041,43392,1841
4431,46143,59269,52
4434,48852,57146,1012
4435,41490,46670,996
4438,44347,52856,1040
4441,40821,48828,1798
4442,40809,48387,82
4443,30331,42297,2492
4444,80066,86767,7727
4448,32758,40377,1516
4449,42664,48946,1343
4450,57280,78506,1190
4451,28899,38279,311
4453,39225,46623,816
4454,31898,39776,96
4455,37226,45620,846
4456,52302,56344,2171
4457,32548,41371,6061
4459,26576,35567,918
4460,41401,48357,1565
4461,45369,47777,2949
4462,35908,44158,5559
4463,31016,37515,2868
4464,29724,39369,690
4468,34495,44316,9658
4469,27663,52647,2011
4471,36306,46922,556
4472,46143,59269,2076
4473,37175,56236,7103
4474,68135,71918,3526
4475,42045,50363,509
4476,47431,69386,1341
4478,33194,37527,296
4479,31206,44304,1270
4481,31005,37498,563
4485,29708,39349,183
4487,25492,34302,881
4488,48852,57146,980
4489,41458,51207,201
4490,31898,39776,254
4491,31898,39776,147
4492,31898,39776,173
4493,44092,54348,1907
4495,37226,45620,420
4496,50596,58168,3603
4497,34942,45331,452
4530,45563,53868,11539
4535,55809,67856,676
4537,51374,59203,1875
4538,46250,74216,2226
4539,52873,83281,1014
4541,52873,83281,92
4543,47692,57506,2048
4544,51390,59155,760
4547,47727,59364,1204
4548,55645,63481,1019
4551,52873,83281,782
4553,55809,67856,1742
4554,52873,83281,745
4555,47692,57506,1607
4556,55809,67856,1089
4558,52873,83281,265
4562,53617,65431,2102
4563,47727,59364,1342
4564,52873,83281,534
4568,52019,66709,509
4570,46250,74216,3
4571,51390,59155,329
4572,42201,56054,4915
4573,52019,66709,387
4574,50409,56742,1328
4575,46250,74216,105
4576,46250,74216,681
4578,43799,57895,4350
4579,55645,63481,2811
4605,49144,61412,11211
4606,37604,46270,1214
4607,44532,55903,1220
4609,64057,76141,4800
4611,37332,45709,618
4612,39300,51620,590
4613,44531,55917,202
4614,47008,65669,2281
4616,44434,65556,842
4617,44434,65556,799
4619,31215,41556,3445
4622,33452,41585,1295
4623,37570,46225,1046
4624,44531,55917,331
4625,35438,53596,54
4626,30978,45786,623
4627,40000,52872,1487
4628,35614,46612,707
4629,47008,65669,110
4630,39058,49424,1314
4631,30600,43614,1638
4634,43550,52423,1754
4635,39300,51620,38
4637,31898,39776,191
4640,48344,59519,1970
4642,44434,65556,105
4643,37604,46270,919
4644,64057,76141,9
4645,46141,59175,79
4646,35438,53596,75
4648,37332,45709,579
4649,37332,45709,1407
4650,40000,52872,268
4652,31038,45797,2011
4653,39300,51620,533
4654,34699,43509,3525
4655,39083,49456,1160
4657,37015,46861,330
4658,33186,41272,1277
4660,54464,66385,1261
4662,54464,66385,514
4664,43253,51800,1187
4666,37015,46861,1201
4667,31185,35896,1489
4668,38441,44780,1721
4669,44531,55917,200
4671,31185,35918,528
4673,44434,65556,93
4674,39300,51620,404
4675,54464,66385,321
4676,44446,65571,1015
4677,43250,51790,289
4679,35476,53622,1969
4680,33186,41272,1127
4681,40000,52872,1151
4683,40000,52872,116
4684,47008,65669,1358
4685,39300,51620,328
4686,31898,39776,116
4691,37015,46861,403
4693,44531,55917,984
4694,44525,51767,2582
4730,33192,42343,10045
4732,35849,45576,1863
4733,36063,46771,253
4734,36605,44926,863
4735,34755,41590,618
4736,40233,52052,10145
4739,34183,42788,1040
4740,34944,46192,1249
4741,34119,42696,4
4742,34944,46192,3582
4743,38732,48454,4803
4745,41148,46222,1219
4746,30475,43562,521
4747,37230,44419,1282
4750,32583,40084,2675
4756,34302,45763,3688
4757,47621,60097,2823
4758,36736,45162,1477
4760,34755,41590,788
4761,36284,45435,529
4762,36667,46387,622
4763,36284,45435,717
4764,34755,41590,56
4765,33419,45095,1407
4766,35676,43864,434
4768,35852,45583,395
4769,36799,47489,9501
4772,40971,46229,836
4773,34324,45769,848
